id,term,categories,alternative spellings,notable_names,appeared_year,search_results_gscholar,source_1_citation,source_1_doi,source_2_citation,source_2_doi,source_3_citation,source_3_doi,definition,definition_url,parent_id,sibling_id_1,sibling_id_2,sibling_id_3
899A875E,Tabloid Journalism,Motivation,,Alfred Harmsworth,1901-01-06T05:00:00+0000',6990,"Örnebring, H., & Jönsson, A. M. (2004). Tabloid journalism and the public sphere: A historical perspective on tabloid journalism. Journalism studies, 5(3), 283-295.",https://doi.org/10.1080/1461670042000246052,"Zelizer, B., Bird, S. E., Brookes, R., Calabrese, A., Golding, P., Gripsrud, J., ... & Macdonald, M. (2000). Tabloid tales: Global debates over media standards. Rowman & Littlefield Publishers.",,"Wasserman, H. (2010). Tabloid Journalism in South Africa: True Story!. Indiana University Press.",,"""Tabloid journalism refers to a form and style of journalism that sits directly opposite broadsheet or quality journalism. [...] Tabloid press became increasingly specialized in the techniques of connecting reports on consumer products to economics and offering around‐the‐clock coverage of celebrity gossip and popular culture.""","Bastos, M. T. (2019, 29 Apr). Tabloid Journalism. https://doi.org/10.1002/9781118841570.iejs0144",,,,
FD2E8938,Talk Show Journalism,Motivation,,,null,36,"Baym, G. (2005). The Daily Show: Discursive integration and the reinvention of political journalism. Political communication, 22(3), 259-276.",https://doi.org/10.1080/10584600591006492,"Larsson, A. O. (2013). Tweeting the viewer—Use of Twitter in a talk show context. Journal of broadcasting & electronic media, 57(2), 135-152.",https://doi.org/10.1080/08838151.2013.787081,"Ekström, M., & Patrona, M. (Eds.). (2011). Talking Politics in Broadcast Media: Cross-cultural perspectives on political interviewing, journalism and accountability (Vol. 42). John Benjamins Publishing.",,"""Talk show journalism represents a specific development of television journalism based on a “light” mode of discourses applied to a very large number of topics, mixing “hard” and “soft” news, and enhancing the role of journalists who could act as TV stars, being both seductive and reliable to a home audience.""","Ruggiero, C. (2019, 29 Apr). Talk Show Journalism. https://doi.org/10.1002/9781118841570.iejs0145",,,,
5FDBA58D,Tech Journalism,Beat,Technology Journalism,,1994-06-19T05:00:00+0000',345,"Baack, S. (2018). Practically Engaged: The entanglements between data journalism and civic tech. Digital Journalism, 6(6), 673-692.",https://doi.org/10.1080/21670811.2017.1375382,"Mosco, V. (2009). The future of journalism. Journalism, 10(3), 350-352.",https://doi.org/10.1177/1464884909102595,"Berkowitz, D. (2010). The ironic hero of Virginia Tech: Healing trauma through mythical narrative and collective memory. Journalism, 11(6), 643-659.",https://doi.org/10.1177/1464884910379705,"""Technology journalism is the activity, or product, of journalists engaged in the preparation of written, visual, audio or multi-media material intended for dissemination through public media, focusing on technology-related subjects. Technology journalism includes genres such as news, reports, and analysis covering a wide variety of topics, including communications technologies, the Internet, social media, the IT industry, scientific research, robotics, and laws and policy regarding the digital world.""",Technology Journalism. https://en.wikipedia.org/wiki/Technology_journalism (02.12.19),,,,
D93E90B3,Trade Journalism,Beat,,,1897-10-03T05:00:00+0000',477,"Marr, A. (2005). My trade: a short history of British journalism. Pan Macmillan.",,"Blood, R. (2003). Weblogs and journalism: Do they connect. Nieman reports, 57(3), 61-63.",,"Bardoel, J., & Deuze, M. (2001). 'Network journalism': converging competencies of old and new media professionals. Australian journalism review, 23(2), 91.",,"""Trade journalism reports on the movements and developments of the business world by way of articles or analysis. Trade journalism also refers to industry-specific news, such as exclusive focus on commodities (e.g. oil, gas and metals) or sectors (finance, travel, food). Due to its business nature, trade journalism is often expected to process and interpret a substantial amount of market commentary."" ",Trade journalism. https://en.wikipedia.org/wiki/Trade_journalism (05.12.19),,,,
954E9832,Traditional Journalism,Motivation,,,1972-04-08T05:00:00+0000',11000,"Regan, T. (2003). Weblogs threaten and inform traditional journalism. Nieman Reports, 57(3), 68.",,"Heider, D., McCombs, M., & Poindexter, P. M. (2005). What the public expects of local news: Views on public and traditional journalism. Journalism & Mass Communication Quarterly, 82(4), 952-967.",https://doi.org/10.1177/107769900508200412,"Bivens, R. K. (2008). The Internet, mobile phones and blogging: How new media are transforming traditional journalism. Journalism Practice, 2(1), 113-129.",https://doi.org/10.1080/17512780701768568,,,,,,
0293E24C,Transformative Journalism,Motivation,,,null,51,"Brüggemann, M., Frech, J., & Schäfer, T. (2021). Transformative Journalisms: How the ecological crisis is transforming journalism.",https://doi.org/10.31219/osf.io/mqv5w,"Williams, J. J. (2004). Towards a critical research methodology in journalism: Interrogating methodological assumptions. Ecquid Novi: African Journalism Studies, 25(2), 257-274.",https://doi.org/10.1080/02560054.2004.9653297,"Kang, S. (2021). Book Review: Journalism in the Age of Virtual Reality, by John V. Pavlik.",https://doi.org/10.1177%2F1077699020984813,,,,,,
3F961945,Transmedia Journalism,Medium,,,null,574,"Rampazzo Gambarato, R., & Tárcia, L. P. T. (2017). Transmedia Strategies in Journalism: An analytical model for the news coverage of planned events. Journalism Studies, 18(11), 1381-1399.",https://doi.org/10.1080/1461670X.2015.1127769,"Renó, D. (2014). Transmedia journalism and the new media ecology: Possible languages. Periodismo Transmedia: miradas múltiples, 3-19.",,"Moloney, K. T. (2011). Porting transmedia storytelling to journalism (Doctoral dissertation).",,,,,,,
3C4A18E3,Travel Journalism,Beat,,,1976-10-02T05:00:00+0000',2240,"Fürsich, E., & Kavoori, A. P. (2001). Mapping a critical framework for the study of travel journalism. International Journal of Cultural Studies, 4(2), 149-171.",https://doi.org/10.1177/136787790100400202,"Spurr, D. (1993). The rhetoric of empire: Colonial discourse in journalism, travel writing, and imperial administration. Duke University Press.",,"Hanusch, F. (2010). The dimensions of travel journalism: Exploring new fields for journalism research beyond the news. Journalism Studies, 11(1), 68-82.",https://doi.org/10.1080/14616700903290569,,,,,,
D6C51FB7,TV Journalism,Medium,,,1954-03-14T05:00:00+0000',45,"Ekström, M. (2002). Epistemologies of TV journalism: A theoretical framework. Journalism, 3(3), 259-282.",https://doi.org/10.1177/146488490200300301,"Ekström, M. (2000). Information, storytelling and attractions: TV journalism in three modes of communication. Media, Culture & Society, 22(4), 465-492.",https://doi.org/10.1177/016344300022004006,"Hermida, A. (2010). From TV to Twitter: How ambient news became ambient journalism. Media/Culture Journal, 13(2).",,,,,,,
8A26C11B,Twitter Journalism,Medium,,,2008-09-17T16:10:19+0000',1870,"Lasorsa, D. L., Lewis, S. C., & Holton, A. E. (2012). Normalizing Twitter: Journalism practice in an emerging communication space. Journalism studies, 13(1), 19-36.",https://doi.org/10.1080/1461670X.2011.571825,"Weller, K., Bruns, A., Burgess, J., Mahrt, M., & Puschmann, C. (2014). Twitter and society (Vol. 89). Peter Lang.",,"Hermida, A. (2013). # Journalism: Reconfiguring journalism research about Twitter, one tweet at a time. Digital journalism, 1(3), 295-313.",https://doi.org/10.1080/21670811.2013.808456,,,,,,
36BA1920,Unbound Journalism,Motivation,,,null,1,"Kim, C., & Shin, W. (2021). Unbound Journalism: Interloper Media and the Emergence of Fortune-Telling Journalism. International Journal of Communication, 15, 18.",,,,,,,,,,,
9ABD5B6D,Undercover Journalism,Motivation,,,1996-01-24T05:00:00+0000',335,"Goddard, P. (2006). ‘Improper liberties’ Regulating undercover journalism on ITV, 1967-1980. Journalism, 7(1), 45-63.",https://doi.org/10.1177/1464884906059427,"McMillan, T. (2012). The American Way of Eating: Undercover at Walmart, Applebee's, Farm Fields and the Dinner Table. Simon and Schuster.",,"Avieson, B., & McDonald, W. (2017). Dangerous liaisons: undercover journalism, standpoint theory and social revelation. Media International Australia, 163(1), 137-150.",https://doi.org/10.1177/1329878X16686205,"""Undercover journalism is a form of journalism in which a reporter tries to infiltrate in a community by posing as somebody friendly to that community.""",Undercover Journalism. https://en.wikipedia.org/wiki/Undercover_journalism (05.12.19),,,,
8F96907A,Underground Journalism,Motivation,,,2000-01-23T05:00:00+0000',201,"Webb, J. M. (1974). Historical perspective on the new journalism. Journalism History, 1(2), 38-60.",https://doi.org/10.1080/00947679.1974.12066727,"Krasnoboka, N. (2002). Real Journalism Goes Underground: the Internet Underground' The Phenomenon of Online Media in the Former Soviet Union Republics. Gazette (Leiden, Netherlands), 64(5), 479-499.",https://doi.org/10.1177/17480485020640050701,"Dennis, E. (2017). Other voices: The new journalism in America. Routledge.",https://doi.org/10.4324/9781315125961,,,,,,
D2FD4D2E,Urban Journalism,Location,,,1967-02-12T05:00:00+0000',609,"Borch, C., & Kornberger, M. (Eds.). (2015). Urban commons: Rethinking the city. Routledge.",,"Ettema, J. S., & Peer, L. (1996). Good news from a bad neighborhood: Toward an alternative to the discourse of urban pathology. Journalism & Mass Communication Quarterly, 73(4), 835-856.",https://doi.org/10.1177/107769909607300406,"Nord, D. P. (1985). The public community: The urbanization of journalism in Chicago. Journal of Urban History, 11(4), 411-441.",https://doi.org/10.1177/009614428501100403,,,,,,
52366706,Venture-backed Journalism,Organization,,,null,0,"Usher, N. (2017). Venture-backed news startups and the field of journalism: Challenges, changes, and consistencies. Digital Journalism, 5(9), 1116-1133.",https://doi.org/10.1080/21670811.2016.1272064,"Newman, N. (2016). Journalism, media and technology predictions 2016.",,"Aitamurto, T. (2015). The role of crowdfunding as a business model in journalism: A five-layered model of value creation. Crowdfunding the Future, 189-205.",,,,,,,
E7992E60,Video Journalism,Medium,,,1953-05-11T05:00:00+0000',1390,"Pavlik, J. (2000). The impact of technology on journalism. Journalism studies, 1(2), 229-237.",https://doi.org/10.1080/14616700050028226,"Bock, M. A. (2011). You really, truly, have to “be there”: Video journalism as a social and material construction. Journalism & Mass Communication Quarterly, 88(4), 705-718.",https://doi.org/10.1177/107769901108800402,"Peer, L., & Ksiazek, T. B. (2011). YouTube and the challenge to journalism: new standards for news videos online. Journalism Studies, 12(1), 45-63.",https://doi.org/10.1080/1461670X.2010.511951,"""Video journalism is a form of video news production in which one person shoots, writes, and edits news stories using digital technologies, to be disseminated via broadcasting cable, or broadband Internet. [...] Their [Video journalists'] work is often stylistically different from traditional television journalism, and in some settings, it is taking on a distinct narrative form.""","Bock, M. A. (2009). Video Journalism. 1423-1425. http://dx.doi.org/10.4135/9781412972048.n395",,,,
C402F6F8,Virtual Reality Journalism,Technology,,,2015-01-23T05:00:33+0000',335,"De la Peña, N., Weil, P., Llobera, J., Giannopoulos, E., Pomés, A., Spanlang, B., ... & Slater, M. (2010). Immersive journalism: immersive virtual reality for the first-person experience of news. Presence: Teleoperators and virtual environments, 19(4), 291-301.",https://doi.org/10.1162/PRES_a_00005,"Becker, T. (2003). Qualität im Journalismus.",,"Biocca, F., & Levy, M. R. (2013). Communication in the age of virtual reality. Routledge.",https://doi.org/10.4324/9781410603128,,,,,,
7FA18190,Visual Journalism,"Motivation, Technology",,,1985-07-07T05:00:00+0000',2540,"Gynnild, A. (2014). The Robot Eye Witness: Extending visual journalism through drone surveillance. Digital journalism, 2(3), 334-343.",https://doi.org/10.1080/21670811.2014.883184,"Machin, D., & Polzer, L. (2015). Visual journalism. Macmillan International Higher Education.",,"Lowrey, W. (1999). Routine news: The power of the organization in visual journalism. Visual Communication Quarterly, 6(2), 10-15.",https://doi.org/10.1080/15551399909363404,"""Visual journalism is the practice of strategically combining words and images to convey information. Visual journalism is premised upon the idea that at a time of accelerating change, often words cannot keep pace with concepts. Visual journalism incorporates ancient symbols that resonate with humans across cultures and time and conveys meaning instantaneously at a deep level."" ",Visual Journalism. https://en.wikipedia.org/wiki/Visual_journalism (05.12.19),,,,
